0.0000000000,0.0000000000
0.0000000817,-0.0000000110
0.0000006558,-0.0000001866
0.0000007264,-0.0000006937
0.0000012737,-0.0000007662
0.0000033746,0.0000004876
0.0000058050,0.0000012523
0.0000064686,0.0000005032
0.0000029280,-0.0000012869
0.0000012125,-0.0000017637
0.0000037746,0.0000009787
0.0000055924,0.0000020658
0.0000032524,0.0000007686
0.0000007873,0.0000012589
0.0000015492,0.0000001653
-0.0000001644,-0.0000001400
0.0000001872,-0.0000001976
0.0000027656,0.0000007079
0.0000014568,0.0000024585
0.0000045939,0.0000002374
0.0000063227,-0.0000020983
0.0000061582,-0.0000014029
0.0000063808,-0.0000017644
0.0000074317,0.0000005070
0.0000056887,0.0000048032
0.0000063605,0.0000055334
0.0000093219,0.0000047906
0.0000105364,0.0000005408
0.0000073970,-0.0000009113
0.0000042701,-0.0000000694
0.0000021124,-0.0000007056
0.0000013664,-0.0000005168
0.0000023140,0.0000011428
0.0000074123,0.0000002863
0.0000110778,-0.0000000802
0.0000080137,0.0000038813
0.0000056968,0.0000026319
0.0000015768,-0.0000006024
0.0000002473,-0.0000006768
0.0000010582,0.0000002839
0.0000005568,-0.0000002807
0.0000000642,-0.0000002911
-0.0000001484,-0.0000003907
0.0000013539,-0.0000004398
0.0000018584,0.0000007423
-0.0000008117,0.0000011555
0.0000021984,0.0000017009
0.0000034428,0.0000026650
0.0000021063,0.0000024096
0.0000025042,0.0000021375
0.0000056519,0.0000009224
0.0000088439,-0.0000007186
0.0000090335,-0.0000018822
0.0000042088,-0.0000007988
0.0000006101,0.0000000889
0.0000002589,0.0000001280
0.0000007617,0.0000002390
0.0000009383,0.0000001456
0.0000001025,-0.0000003343
0.0000004323,0.0000000326
0.0000010650,0.0000007503
0.0000011798,0.0000006902
0.0000011499,0.0000002371
0.0000015441,-0.0000002661
0.0000013470,-0.0000002253
-0.0000006230,-0.0000002049
0.0000010515,-0.0000002035
0.0000013147,-0.0000003914
0.0000002366,-0.0000003113
0.0000001989,0.0000002867
0.0000010619,0.0000004732
0.0000009898,-0.0000001302
-0.0000007247,-0.0000008475
0.0000039038,-0.0000001103
0.0000013978,0.0000010579
-0.0000003341,0.0000010451
0.0000026687,0.0000002129
0.0000021736,-0.0000008305
0.0000011096,-0.0000008132
0.0000008391,-0.0000001735
0.0000001912,-0.0000001539
-0.0000000151,-0.0000001055
0.0000001737,-0.0000001228
0.0000006023,0.0000001814
0.0000013364,0.0000004318
0.0000024236,0.0000005954
0.0000042930,0.0000001701
0.0000043280,-0.0000007497
0.0000021614,0.0000002371
0.0000009114,0.0000005984
0.0000002107,0.0000004874
0.0000003103,0.0000000955
0.0000000050,-0.0000004725
0.0000009584,-0.0000003310
0.0000009474,-0.0000003719
0.0000006366,-0.0000010715
0.0000043291,-0.0000002283
0.0000098788,0.0000004785
0.0000111184,0.0000014883
0.0000083228,0.0000014474
0.0000054606,0.0000007820
0.0000037393,0.0000013368
0.0000025908,0.0000011139
0.0000020006,-0.0000007388
0.0000027286,-0.0000016882
0.0000054392,-0.0000006021
0.0000029283,0.0000008973
0.0000001918,0.0000003648
-0.0000000484,-0.0000000843
0.0000003451,-0.0000000770
0.0000017927,-0.0000000709
0.0000017464,0.0000010062
0.0000017681,0.0000003805
0.0000006237,-0.0000005348
-0.0000005161,-0.0000003205
0.0000013921,-0.0000004093
0.0000008175,0.0000005391
0.0000002987,0.0000004676
0.0000006345,0.0000001283
0.0000006754,-0.0000002933
0.0000007568,-0.0000005811
0.0000001636,-0.0000009599
0.0000007263,-0.0000011848
0.0000022388,-0.0000020955
0.0000045837,-0.0000005314
0.0000026364,0.0000009251
0.0000011415,-0.0000005127
0.0000017414,-0.0000006698
0.0000032297,0.0000002020
0.0000019129,-0.0000005931
0.0000017983,-0.0000014761
0.0000056950,-0.0000009603
0.0000070973,0.0000005764
0.0000044832,0.0000003206
0.0000027944,-0.0000003322
0.0000017633,0.0000005365
0.0000012802,0.0000003633
0.0000013973,-0.0000005780
0.0000023848,0.0000004333
0.0000026338,0.0000017050
0.0000016745,0.0000014769
0.0000006506,0.0000009313
0.0000010058,0.0000006937
0.0000033951,-0.0000004932
0.0000074263,-0.0000018660
0.0000053833,-0.0000011520
-0.0000003873,-0.0000009072
0.0000003700,-0.0000005083
-0.0000003993,-0.0000010872
0.0000016344,-0.0000012557
0.0000017702,-0.0000005817
-0.0000007671,-0.0000002438
0.0000009531,-0.0000002613
0.0000001630,-0.0000003772
-0.0000000177,-0.0000001842
0.0000001779,0.0000000051
0.0000000794,0.0000001957
0.0000005025,0.0000005306
0.0000018839,0.0000010925
0.0000009342,0.0000011774
-0.0000003463,0.0000011826
0.0000014824,0.0000002579
-0.0000005861,-0.0000006214
0.0000015941,-0.0000004447
0.0000034235,0.0000002270
0.0000012229,0.0000010653
0.0000002649,-0.0000003878
0.0000005444,-0.0000008655
0.0000057288,-0.0000008711
0.0000056403,0.0000000607
0.0000008317,0.0000005080
-0.0000004432,0.0000001684
0.0000018365,0.0000011217
0.0000065532,0.0000007812
0.0000086676,-0.0000001463
0.0000073486,0.0000014904
0.0000069304,0.0000024774
0.0000085105,0.0000021592
0.0000089893,0.0000022452
0.0000084934,-0.0000011500
0.0000070143,-0.0000042157
0.0000067103,-0.0000011436
0.0000017950,0.0000023674
0.0000012395,0.0000011936
0.0000001145,-0.0000004975
0.0000001403,-0.0000004572
0.0000013095,0.0000002603
0.0000008503,0.0000002931
-0.0000000748,-0.0000003116
0.0000001529,-0.0000005195
0.0000015879,-0.0000013501
0.0000013535,-0.0000014821
0.0000018325,-0.0000003285
0.0000014701,-0.0000003726
0.0000019225,-0.0000005593
0.0000040176,0.0000002004
0.0000060903,0.0000010394
0.0000088802,-0.0000004037
0.0000100070,-0.0000008689
0.0000046095,0.0000021572
0.0000019448,0.0000026306
0.0000040496,0.0000008171
0.0000036730,0.0000002308
0.0000021297,0.0000000993
0.0000005723,-0.0000001082
-0.0000002271,-0.0000002118
0.0000005909,0.0000000540
-0.0000000345,0.0000007594
0.0000016290,0.0000003161
0.0000050352,-0.0000013216
0.0000068147,0.0000008139
0.0000056331,0.0000023901
0.0000048831,0.0000015283
0.0000023524,0.0000013041
0.0000001167,0.0000003057
-0.0000002834,-0.0000000878
0.0000018573,0.0000013856
0.0000047028,0.0000028496
0.0000070585,0.0000000034
0.0000049987,-0.0000003421
0.0000025605,0.0000011632
0.0000020884,0.0000007619
0.0000024655,0.0000000888
0.0000037864,0.0000003126
0.0000062124,0.0000006509
0.0000057475,0.0000001246
0.0000019434,-0.0000008620
0.0000008186,-0.0000006820
0.0000018299,0.0000009009
0.0000054092,0.0000018406
0.0000084660,0.0000031412
0.0000084111,0.0000036998
0.0000095331,0.0000003761
0.0000095857,-0.0000024039
0.0000079911,-0.0000005497
0.0000046291,0.0000002012
0.0000023771,-0.0000015869
0.0000019684,-0.0000021468
0.0000030117,-0.0000020681
0.0000027628,-0.0000007753
0.0000004732,-0.0000000573
-0.0000000120,0.0000001560
0.0000004416,-0.0000001091
0.0000002464,0.0000007314
0.0000014111,0.0000005360
0.0000033206,-0.0000013731
0.0000020235,-0.0000020639
0.0000024538,-0.0000011240
0.0000037713,0.0000009102
0.0000050041,0.0000020457
0.0000068215,0.0000026057
0.0000077802,0.0000009694
0.0000046126,-0.0000026274
0.0000035586,-0.0000019678
0.0000036741,0.0000015499
0.0000051871,0.0000021778
0.0000103051,-0.0000003164
0.0000116077,-0.0000012621
0.0000098561,-0.0000016813
0.0000079130,-0.0000013302
0.0000044134,-0.0000001785
0.0000006045,0.0000014315
0.0000011367,0.0000004902
0.0000003177,-0.0000013325
0.0000012158,-0.0000008351
0.0000006207,0.0000007831
0.0000009430,0.0000004287
0.0000029962,-0.0000006266
0.0000028001,0.0000006760
0.0000011971,0.0000008218
0.0000008805,-0.0000008142
0.0000017833,-0.0000008925
0.0000025566,0.0000017600
0.0000043753,0.0000031035
0.0000109334,0.0000013648
0.0000118221,-0.0000028467
0.0000078085,-0.0000054631
0.0000069300,-0.0000038208
0.0000060535,-0.0000014858
0.0000045320,0.0000015609
0.0000043202,0.0000020897
0.0000037452,0.0000016319
0.0000025084,0.0000011084
0.0000021612,-0.0000009880
0.0000029570,-0.0000016440
0.0000051784,0.0000000263
0.0000049382,0.0000026578
0.0000065069,0.0000033055
0.0000087181,0.0000022870
0.0000038388,0.0000027034
0.0000011486,0.0000030914
0.0000049000,0.0000016326
0.0000044170,-0.0000001312
0.0000020861,-0.0000018290
0.0000039623,-0.0000017704
0.0000091652,-0.0000018712
0.0000079280,0.0000002084
0.0000015525,0.0000033656
0.0000042621,0.0000013194
0.0000081738,-0.0000009240
0.0000064721,-0.0000008338
0.0000021310,-0.0000006434
-0.0000002707,0.0000001610
0.0000003397,-0.0000000245
0.0000006404,0.0000006010
0.0000010846,0.0000008065
0.0000037037,0.0000003955
0.0000033697,0.0000029902
0.0000032579,0.0000030923
0.0000030808,0.0000018650
0.0000021252,0.0000009544
0.0000022218,-0.0000003425
0.0000028164,0.0000004552
0.0000051416,0.0000019566
0.0000111008,0.0000001708
0.0000092258,-0.0000035997
0.0000038504,-0.0000035781
0.0000035113,0.0000006774
0.0000044094,0.0000021385
0.0000074786,-0.0000020360
0.0000065322,-0.0000027910
0.0000028918,-0.0000015460
0.0000007237,-0.0000011196
0.0000000728,0.0000002159
-0.0000000371,0.0000003931
0.0000033666,0.0000010885
0.0000016974,0.0000011014
0.0000000934,0.0000007587
0.0000001401,0.0000002027
-0.0000004021,0.0000002285
0.0000044389,0.0000008901
0.0000104947,0.0000005071
0.0000061905,-0.0000002337
0.0000005398,-0.0000011789
0.0000008844,-0.0000001766
0.0000010094,0.0000008060
0.0000004899,0.0000013463
0.0000033624,0.0000010566
0.0000070042,0.0000017647
0.0000072985,0.0000020520
0.0000048776,-0.0000005197
0.0000034807,-0.0000018877
0.0000054983,-0.0000004342
0.0000059907,-0.0000007464
0.0000033069,-0.0000009860
0.0000002766,0.0000006128
0.0000003184,0.0000004606
0.0000012361,0.0000000676
0.0000002584,0.0000002800
-0.0000000502,0.0000002328
0.0000006088,0.0000005969
0.0000020820,0.0000011323
0.0000024795,0.0000013698
0.0000026197,-0.0000003907
0.0000025214,-0.0000012958
0.0000022456,-0.0000007106
